CD_MISSION,NM_PRIORITY,OID_FORKLIFT,FROM_X,FROM_Y,TO_X,TO_Y,DT_INSERT,DT_START,DT_UPDATE,DIFF,WEIGHT,HEIGHT,TP_UDC,DT_READY_TO_GO,DIFF_READY_TO_GO,FROM_Z,TO_Z
"4,295,160",8,94,"241,569","416,461",908,13,6/27/2023 15:46,6/27/2023 15:49,6/27/2023 15:51,2,164,320,1,6/27/2023 15:50,1,0,0
"4,295,160",8,94,"241,569","416,461",908,13,6/27/2023 15:46,6/27/2023 15:49,6/27/2023 15:51,2,164,320,1,6/27/2023 15:50,1,0,0
"4,295,160",8,94,"241,569","416,461",908,13,6/27/2023 15:46,6/27/2023 15:49,6/27/2023 15:51,2,164,320,1,6/27/2023 15:50,1,0,0
"4,295,168",0,45,"235,943","745,770","346,116","416,291",6/27/2023 15:49,6/27/2023 15:50,6/27/2023 16:29,40,593,412,4,6/27/2023 16:29,39,0,0
"4,295,168",0,45,"235,943","745,770","346,116","416,291",6/27/2023 15:49,6/27/2023 15:50,6/27/2023 16:29,40,593,412,4,6/27/2023 16:29,39,0,0
"4,295,165",8,94,"241,569","416,461",903,9,6/27/2023 15:48,6/27/2023 15:51,6/27/2023 15:52,2,228,600,1,6/27/2023 15:52,1,0,0
"4,295,165",8,94,"241,569","416,461",903,9,6/27/2023 15:48,6/27/2023 15:51,6/27/2023 15:52,2,228,600,1,6/27/2023 15:52,1,0,0
"4,295,170",8,94,"241,569","416,461",908,12,6/27/2023 15:50,6/27/2023 15:52,6/27/2023 15:54,1,455,"1,000",1,6/27/2023 15:53,1,0,0
"4,295,170",8,94,"241,569","416,461",908,12,6/27/2023 15:50,6/27/2023 15:52,6/27/2023 15:54,1,455,"1,000",1,6/27/2023 15:53,1,0,0
"4,295,175",8,94,"241,569","416,461",908,14,6/27/2023 15:52,6/27/2023 15:54,6/27/2023 15:56,2,171,340,1,6/27/2023 15:55,1,0,0
"4,295,175",8,94,"241,569","416,461",908,14,6/27/2023 15:52,6/27/2023 15:54,6/27/2023 15:56,2,171,340,1,6/27/2023 15:55,1,0,0
"4,295,178",8,94,"241,569","416,461",902,2,6/27/2023 15:53,6/27/2023 15:56,6/27/2023 15:57,1,236,420,1,6/27/2023 15:56,1,0,0
"4,295,178",8,94,"241,569","416,461",902,2,6/27/2023 15:53,6/27/2023 15:56,6/27/2023 15:57,1,236,420,1,6/27/2023 15:56,1,0,0
"4,295,178",8,94,"241,569","416,461",902,2,6/27/2023 15:53,6/27/2023 15:56,6/27/2023 15:57,1,236,420,1,6/27/2023 15:56,1,0,0
"4,295,178",8,94,"241,569","416,461",902,2,6/27/2023 15:53,6/27/2023 15:56,6/27/2023 15:57,1,236,420,1,6/27/2023 15:56,1,0,0
"4,295,181",8,94,"241,569","416,461",903,10,6/27/2023 15:55,6/27/2023 15:57,6/27/2023 16:24,27,516,560,1,6/27/2023 15:58,1,0,0
"4,295,181",8,94,"241,569","416,461",903,10,6/27/2023 15:55,6/27/2023 15:57,6/27/2023 16:24,27,516,560,1,6/27/2023 15:58,1,0,0
"4,295,184",8,94,"241,569","416,461",909,7,6/27/2023 15:56,6/27/2023 16:24,6/27/2023 16:26,2,427,500,1,6/27/2023 16:25,1,0,0
"4,295,184",8,94,"241,569","416,461",909,7,6/27/2023 15:56,6/27/2023 16:24,6/27/2023 16:26,2,427,500,1,6/27/2023 16:25,1,0,0
"4,295,184",8,94,"241,569","416,461",909,7,6/27/2023 15:56,6/27/2023 16:24,6/27/2023 16:26,2,427,500,1,6/27/2023 16:25,1,0,0
"4,295,184",8,94,"241,569","416,461",909,7,6/27/2023 15:56,6/27/2023 16:24,6/27/2023 16:26,2,427,500,1,6/27/2023 16:25,1,0,0
"4,295,187",8,94,"241,569","416,461",903,10,6/27/2023 15:58,6/27/2023 16:26,6/27/2023 16:29,2,416,560,1,6/27/2023 16:28,2,0,0
"4,295,187",8,94,"241,569","416,461",903,10,6/27/2023 15:58,6/27/2023 16:26,6/27/2023 16:29,2,416,560,1,6/27/2023 16:28,2,0,0
"4,295,187",8,94,"241,569","416,461",903,10,6/27/2023 15:58,6/27/2023 16:26,6/27/2023 16:29,2,416,560,1,6/27/2023 16:28,2,0,0
"4,295,187",8,94,"241,569","416,461",903,10,6/27/2023 15:58,6/27/2023 16:26,6/27/2023 16:29,2,416,560,1,6/27/2023 16:28,2,0,0
"4,295,231",8,94,"241,569","416,461",900,10,6/27/2023 16:25,6/27/2023 16:29,6/27/2023 16:30,1,90,320,7,6/27/2023 16:30,1,0,0
"4,295,231",8,94,"241,569","416,461",900,10,6/27/2023 16:25,6/27/2023 16:29,6/27/2023 16:30,1,90,320,7,6/27/2023 16:30,1,0,0
"4,295,231",8,94,"241,569","416,461",900,10,6/27/2023 16:25,6/27/2023 16:29,6/27/2023 16:30,1,90,320,7,6/27/2023 16:30,1,0,0
"4,295,231",8,94,"241,569","416,461",900,10,6/27/2023 16:25,6/27/2023 16:29,6/27/2023 16:30,1,90,320,7,6/27/2023 16:30,1,0,0
"4,295,231",8,94,"241,569","416,461",900,10,6/27/2023 16:25,6/27/2023 16:29,6/27/2023 16:30,1,90,320,7,6/27/2023 16:30,1,0,0
"4,295,231",8,94,"241,569","416,461",900,10,6/27/2023 16:25,6/27/2023 16:29,6/27/2023 16:30,1,90,320,7,6/27/2023 16:30,1,0,0
"4,295,231",8,94,"241,569","416,461",900,10,6/27/2023 16:25,6/27/2023 16:29,6/27/2023 16:30,1,90,320,7,6/27/2023 16:30,1,0,0
"4,295,231",8,94,"241,569","416,461",900,10,6/27/2023 16:25,6/27/2023 16:29,6/27/2023 16:30,1,90,320,7,6/27/2023 16:30,1,0,0
"4,295,236",8,24,"241,569","416,461","276,058","421,571",6/27/2023 16:28,6/27/2023 16:29,6/27/2023 16:36,7,"1,002",760,1,6/27/2023 16:35,6,0,0
"4,295,236",8,24,"241,569","416,461","276,058","421,571",6/27/2023 16:28,6/27/2023 16:29,6/27/2023 16:36,7,"1,002",760,1,6/27/2023 16:35,6,0,0
"4,295,240",8,94,"241,569","416,461",907,14,6/27/2023 16:30,6/27/2023 16:30,6/27/2023 16:32,1,75,280,1,6/27/2023 16:31,1,0,0
"4,295,240",8,94,"241,569","416,461",907,14,6/27/2023 16:30,6/27/2023 16:30,6/27/2023 16:32,1,75,280,1,6/27/2023 16:31,1,0,0
"4,295,240",8,94,"241,569","416,461",907,14,6/27/2023 16:30,6/27/2023 16:30,6/27/2023 16:32,1,75,280,1,6/27/2023 16:31,1,0,0
"4,295,240",8,94,"241,569","416,461",907,14,6/27/2023 16:30,6/27/2023 16:30,6/27/2023 16:32,1,75,280,1,6/27/2023 16:31,1,0,0
"4,295,243",8,94,"241,569","416,461","275,020","407,610",6/27/2023 16:31,6/27/2023 16:32,6/27/2023 16:33,1,"1,011","1,000",1,6/27/2023 16:32,1,0,0
"4,295,243",8,94,"241,569","416,461","275,020","407,610",6/27/2023 16:31,6/27/2023 16:32,6/27/2023 16:33,1,"1,011","1,000",1,6/27/2023 16:32,1,0,0
"4,295,246",8,94,"241,569","416,461","275,020","407,610",6/27/2023 16:33,6/27/2023 16:33,6/27/2023 16:34,1,"1,011","1,020",1,6/27/2023 16:34,1,0,0
"4,295,246",8,94,"241,569","416,461","275,020","407,610",6/27/2023 16:33,6/27/2023 16:33,6/27/2023 16:34,1,"1,011","1,020",1,6/27/2023 16:34,1,0,0
"4,295,248",6,45,"307,661","820,421","233,414","747,220",6/27/2023 16:33,6/27/2023 16:33,6/27/2023 16:36,3,0,178,4,6/27/2023 16:35,2,0,0
"4,295,248",6,45,"307,661","820,421","233,414","747,220",6/27/2023 16:33,6/27/2023 16:33,6/27/2023 16:36,3,0,178,4,6/27/2023 16:35,2,0,0
"4,295,251",8,94,"241,569","416,461","275,020","407,610",6/27/2023 16:34,6/27/2023 16:35,6/27/2023 16:36,2,"1,011","1,000",1,6/27/2023 16:35,1,0,0
"4,295,251",8,94,"241,569","416,461","275,020","407,610",6/27/2023 16:34,6/27/2023 16:35,6/27/2023 16:36,2,"1,011","1,000",1,6/27/2023 16:35,1,0,0
"4,295,253",8,24,"241,569","416,461","210,441","377,778",6/27/2023 16:35,6/27/2023 16:36,6/27/2023 16:38,3,"1,232","1,000",1,6/27/2023 16:37,1,0,0
"4,295,253",8,24,"241,569","416,461","210,441","377,778",6/27/2023 16:35,6/27/2023 16:36,6/27/2023 16:38,3,"1,232","1,000",1,6/27/2023 16:37,1,0,0
"4,295,254",8,94,"241,569","416,461","276,058","421,571",6/27/2023 16:35,6/27/2023 16:36,6/27/2023 16:38,1,"1,002",760,1,6/27/2023 16:37,1,0,0
"4,295,254",8,94,"241,569","416,461","276,058","421,571",6/27/2023 16:35,6/27/2023 16:36,6/27/2023 16:38,1,"1,002",760,1,6/27/2023 16:37,1,0,0
"4,295,258",0,45,"233,346","745,714","346,116","416,291",6/27/2023 16:37,6/27/2023 16:37,6/27/2023 16:51,14,59,178,4,6/27/2023 16:50,13,0,0
"4,295,258",0,45,"233,346","745,714","346,116","416,291",6/27/2023 16:37,6/27/2023 16:37,6/27/2023 16:51,14,59,178,4,6/27/2023 16:50,13,0,0
"4,295,256",8,94,"241,569","416,461","281,280","432,485",6/27/2023 16:37,6/27/2023 16:38,6/27/2023 16:39,2,963,760,1,6/27/2023 16:38,1,0,0
"4,295,256",8,94,"241,569","416,461","281,280","432,485",6/27/2023 16:37,6/27/2023 16:38,6/27/2023 16:39,2,963,760,1,6/27/2023 16:38,1,0,0
"4,295,257",8,94,"241,569","416,461",906,14,6/27/2023 16:37,6/27/2023 16:39,6/27/2023 16:41,2,114,380,1,6/27/2023 16:40,1,0,0
"4,295,257",8,94,"241,569","416,461",906,14,6/27/2023 16:37,6/27/2023 16:39,6/27/2023 16:41,2,114,380,1,6/27/2023 16:40,1,0,0
"4,295,262",8,94,"241,569","416,461","276,058","421,571",6/27/2023 16:38,6/27/2023 16:41,6/27/2023 16:42,1,"1,002",760,1,6/27/2023 16:41,1,0,0
"4,295,262",8,94,"241,569","416,461","276,058","421,571",6/27/2023 16:38,6/27/2023 16:41,6/27/2023 16:42,1,"1,002",760,1,6/27/2023 16:41,1,0,0
"4,295,267",8,94,"241,569","416,461","276,058","421,571",6/27/2023 16:40,6/27/2023 16:42,6/27/2023 16:44,2,"1,002",760,1,6/27/2023 16:43,1,0,0
"4,295,267",8,94,"241,569","416,461","276,058","421,571",6/27/2023 16:40,6/27/2023 16:42,6/27/2023 16:44,2,"1,002",760,1,6/27/2023 16:43,1,0,0
"4,295,271",8,94,"241,569","416,461","210,441","377,778",6/27/2023 16:41,6/27/2023 16:44,6/27/2023 16:46,1,"1,232",990,1,6/27/2023 16:45,1,0,0
"4,295,271",8,94,"241,569","416,461","210,441","377,778",6/27/2023 16:41,6/27/2023 16:44,6/27/2023 16:46,1,"1,232",990,1,6/27/2023 16:45,1,0,0
"4,295,274",8,94,"241,569","416,461","210,441","377,778",6/27/2023 16:43,6/27/2023 16:46,6/27/2023 16:47,1,832,780,1,6/27/2023 16:46,0,0,0
"4,295,274",8,94,"241,569","416,461","210,441","377,778",6/27/2023 16:43,6/27/2023 16:46,6/27/2023 16:47,1,832,780,1,6/27/2023 16:46,0,0,0
"4,295,278",8,94,"241,569","416,461",905,8,6/27/2023 16:45,6/27/2023 16:47,6/27/2023 16:49,2,"1,062","1,040",1,6/27/2023 16:48,1,0,0
"4,295,278",8,94,"241,569","416,461",905,8,6/27/2023 16:45,6/27/2023 16:47,6/27/2023 16:49,2,"1,062","1,040",1,6/27/2023 16:48,1,0,0
"4,295,280",8,94,"241,569","416,461",908,14,6/27/2023 16:46,6/27/2023 16:49,6/27/2023 16:51,2,249,400,1,6/27/2023 16:50,1,0,0
"4,295,280",8,94,"241,569","416,461",908,14,6/27/2023 16:46,6/27/2023 16:49,6/27/2023 16:51,2,249,400,1,6/27/2023 16:50,1,0,0
"4,295,280",8,94,"241,569","416,461",908,14,6/27/2023 16:46,6/27/2023 16:49,6/27/2023 16:51,2,249,400,1,6/27/2023 16:50,1,0,0
"4,295,280",8,94,"241,569","416,461",908,14,6/27/2023 16:46,6/27/2023 16:49,6/27/2023 16:51,2,249,400,1,6/27/2023 16:50,1,0,0
"4,295,282",8,94,"241,569","416,461",909,9,6/27/2023 16:48,6/27/2023 16:51,6/27/2023 16:52,2,"1,011","1,000",1,6/27/2023 16:51,1,0,0
"4,295,282",8,94,"241,569","416,461",909,9,6/27/2023 16:48,6/27/2023 16:51,6/27/2023 16:52,2,"1,011","1,000",1,6/27/2023 16:51,1,0,0
"4,295,284",8,94,"241,569","416,461","210,441","377,778",6/27/2023 16:50,6/27/2023 16:52,6/27/2023 16:54,2,"1,250","1,020",1,6/27/2023 16:53,1,0,0
"4,295,284",8,94,"241,569","416,461","210,441","377,778",6/27/2023 16:50,6/27/2023 16:52,6/27/2023 16:54,2,"1,250","1,020",1,6/27/2023 16:53,1,0,0
"4,295,260",0,45,"238,542","745,624","346,116","416,291",6/27/2023 16:38,6/27/2023 16:53,6/27/2023 17:28,35,59,178,4,6/27/2023 17:27,34,0,0
"4,295,260",0,45,"238,542","745,624","346,116","416,291",6/27/2023 16:38,6/27/2023 16:53,6/27/2023 17:28,35,59,178,4,6/27/2023 17:27,34,0,0
"4,295,289",8,94,"241,569","416,461",908,15,6/27/2023 16:51,6/27/2023 16:54,6/27/2023 16:56,2,76,280,1,6/27/2023 16:55,1,0,0
"4,295,289",8,94,"241,569","416,461",908,15,6/27/2023 16:51,6/27/2023 16:54,6/27/2023 16:56,2,76,280,1,6/27/2023 16:55,1,0,0
"4,295,290",8,94,"241,569","416,461",906,11,6/27/2023 16:53,6/27/2023 16:56,6/27/2023 16:57,2,360,580,1,6/27/2023 16:56,1,0,0
"4,295,290",8,94,"241,569","416,461",906,11,6/27/2023 16:53,6/27/2023 16:56,6/27/2023 16:57,2,360,580,1,6/27/2023 16:56,1,0,0
"4,295,290",8,94,"241,569","416,461",906,11,6/27/2023 16:53,6/27/2023 16:56,6/27/2023 16:57,2,360,580,1,6/27/2023 16:56,1,0,0
"4,295,290",8,94,"241,569","416,461",906,11,6/27/2023 16:53,6/27/2023 16:56,6/27/2023 16:57,2,360,580,1,6/27/2023 16:56,1,0,0
"4,295,291",8,94,"241,569","416,461","346,538","422,910",6/27/2023 16:55,6/27/2023 16:57,6/27/2023 17:00,3,"1,182",820,1,6/27/2023 16:58,1,0,0
"4,295,291",8,94,"241,569","416,461","346,538","422,910",6/27/2023 16:55,6/27/2023 16:57,6/27/2023 17:00,3,"1,182",820,1,6/27/2023 16:58,1,0,0
"4,295,292",8,94,"241,569","416,461","211,510","367,880",6/27/2023 16:56,6/27/2023 17:00,6/27/2023 17:02,2,853,820,1,6/27/2023 17:01,1,0,0
"4,295,292",8,94,"241,569","416,461","211,510","367,880",6/27/2023 16:56,6/27/2023 17:00,6/27/2023 17:02,2,853,820,1,6/27/2023 17:01,1,0,0
"4,295,294",8,95,"241,569","416,461","211,510","367,880",6/27/2023 16:58,6/27/2023 17:01,6/27/2023 17:06,5,853,820,1,6/27/2023 17:02,1,0,0
"4,295,294",8,95,"241,569","416,461","211,510","367,880",6/27/2023 16:58,6/27/2023 17:01,6/27/2023 17:06,5,853,820,1,6/27/2023 17:02,1,0,0
"4,295,298",8,94,"241,569","416,461",906,11,6/27/2023 17:01,6/27/2023 17:02,6/27/2023 17:07,5,468,520,1,6/27/2023 17:06,4,0,0
"4,295,298",8,94,"241,569","416,461",906,11,6/27/2023 17:01,6/27/2023 17:02,6/27/2023 17:07,5,468,520,1,6/27/2023 17:06,4,0,0
"4,295,306",8,94,"241,569","416,461","210,441","377,778",6/27/2023 17:06,6/27/2023 17:07,6/27/2023 17:08,1,950,830,1,6/27/2023 17:07,0,0,0
"4,295,306",8,94,"241,569","416,461","210,441","377,778",6/27/2023 17:06,6/27/2023 17:07,6/27/2023 17:08,1,950,830,1,6/27/2023 17:07,0,0,0
"4,295,308",8,95,"241,569","416,461",908,15,6/27/2023 17:07,6/27/2023 17:08,6/27/2023 17:10,2,242,380,1,6/27/2023 17:09,1,0,0
"4,295,308",8,95,"241,569","416,461",908,15,6/27/2023 17:07,6/27/2023 17:08,6/27/2023 17:10,2,242,380,1,6/27/2023 17:09,1,0,0
"4,295,308",8,95,"241,569","416,461",908,15,6/27/2023 17:07,6/27/2023 17:08,6/27/2023 17:10,2,242,380,1,6/27/2023 17:09,1,0,0
"4,295,308",8,95,"241,569","416,461",908,15,6/27/2023 17:07,6/27/2023 17:08,6/27/2023 17:10,2,242,380,1,6/27/2023 17:09,1,0,0
"4,295,309",8,94,"241,569","416,461","211,510","367,880",6/27/2023 17:08,6/27/2023 17:08,6/27/2023 17:11,2,853,830,1,6/27/2023 17:09,1,0,0
"4,295,309",8,94,"241,569","416,461","211,510","367,880",6/27/2023 17:08,6/27/2023 17:08,6/27/2023 17:11,2,853,830,1,6/27/2023 17:09,1,0,0
"4,295,313",8,95,"241,569","416,461","346,716","425,705",6/27/2023 17:09,6/27/2023 17:10,6/27/2023 17:15,5,"1,091","1,000",1,6/27/2023 17:11,1,0,0
"4,295,313",8,95,"241,569","416,461","346,716","425,705",6/27/2023 17:09,6/27/2023 17:10,6/27/2023 17:15,5,"1,091","1,000",1,6/27/2023 17:11,1,0,0
"4,295,316",8,94,"241,569","416,461",908,16,6/27/2023 17:09,6/27/2023 17:11,6/27/2023 17:12,1,100,300,1,6/27/2023 17:11,0,0,0
"4,295,316",8,94,"241,569","416,461",908,16,6/27/2023 17:09,6/27/2023 17:11,6/27/2023 17:12,1,100,300,1,6/27/2023 17:11,0,0,0
"4,295,316",8,94,"241,569","416,461",908,16,6/27/2023 17:09,6/27/2023 17:11,6/27/2023 17:12,1,100,300,1,6/27/2023 17:11,0,0,0
"4,295,316",8,94,"241,569","416,461",908,16,6/27/2023 17:09,6/27/2023 17:11,6/27/2023 17:12,1,100,300,1,6/27/2023 17:11,0,0,0
"4,295,319",8,94,"241,569","416,461","346,538","422,910",6/27/2023 17:11,6/27/2023 17:12,6/27/2023 17:14,2,"1,182",800,1,6/27/2023 17:13,1,0,0
"4,295,319",8,94,"241,569","416,461","346,538","422,910",6/27/2023 17:11,6/27/2023 17:12,6/27/2023 17:14,2,"1,182",800,1,6/27/2023 17:13,1,0,0
"4,295,322",8,94,"241,569","416,461",903,8,6/27/2023 17:11,6/27/2023 17:14,6/27/2023 17:16,2,853,800,1,6/27/2023 17:15,1,0,0
"4,295,322",8,94,"241,569","416,461",903,8,6/27/2023 17:11,6/27/2023 17:14,6/27/2023 17:16,2,853,800,1,6/27/2023 17:15,1,0,0
"4,295,324",8,95,"241,569","416,461","211,510","367,880",6/27/2023 17:13,6/27/2023 17:15,6/27/2023 17:17,2,853,800,1,6/27/2023 17:16,1,0,0
"4,295,324",8,95,"241,569","416,461","211,510","367,880",6/27/2023 17:13,6/27/2023 17:15,6/27/2023 17:17,2,853,800,1,6/27/2023 17:16,1,0,0
"4,295,327",8,94,"241,569","416,461","211,510","367,880",6/27/2023 17:15,6/27/2023 17:16,6/27/2023 17:17,2,853,820,1,6/27/2023 17:16,1,0,0
"4,295,327",8,94,"241,569","416,461","211,510","367,880",6/27/2023 17:15,6/27/2023 17:16,6/27/2023 17:17,2,853,820,1,6/27/2023 17:16,1,0,0
"4,295,330",8,95,"241,569","416,461",909,7,6/27/2023 17:16,6/27/2023 17:17,6/27/2023 17:24,7,213,760,1,6/27/2023 17:22,5,0,0
"4,295,330",8,95,"241,569","416,461",909,7,6/27/2023 17:16,6/27/2023 17:17,6/27/2023 17:24,7,213,760,1,6/27/2023 17:22,5,0,0
"4,295,332",8,94,"241,569","416,461",909,4,6/27/2023 17:16,6/27/2023 17:17,6/27/2023 17:19,2,303,460,1,6/27/2023 17:19,1,0,0
"4,295,332",8,94,"241,569","416,461",909,4,6/27/2023 17:16,6/27/2023 17:17,6/27/2023 17:19,2,303,460,1,6/27/2023 17:19,1,0,0
"4,295,337",8,94,"241,569","416,461","211,510","367,880",6/27/2023 17:19,6/27/2023 17:19,6/27/2023 17:21,2,853,830,1,6/27/2023 17:20,1,0,0
"4,295,337",8,94,"241,569","416,461","211,510","367,880",6/27/2023 17:19,6/27/2023 17:19,6/27/2023 17:21,2,853,830,1,6/27/2023 17:20,1,0,0
"4,295,341",8,94,"241,569","416,461",908,16,6/27/2023 17:20,6/27/2023 17:21,6/27/2023 17:23,2,226,370,1,6/27/2023 17:22,1,0,0
"4,295,341",8,94,"241,569","416,461",908,16,6/27/2023 17:20,6/27/2023 17:21,6/27/2023 17:23,2,226,370,1,6/27/2023 17:22,1,0,0
"4,295,349",8,94,"241,569","416,461","274,813","404,818",6/27/2023 17:22,6/27/2023 17:23,6/27/2023 17:25,2,834,800,1,6/27/2023 17:24,1,0,0
"4,295,349",8,94,"241,569","416,461","274,813","404,818",6/27/2023 17:22,6/27/2023 17:23,6/27/2023 17:25,2,834,800,1,6/27/2023 17:24,1,0,0
"4,295,354",8,94,"241,569","416,461",909,14,6/27/2023 17:24,6/27/2023 17:25,6/27/2023 17:26,1,134,320,1,6/27/2023 17:25,1,0,0
"4,295,354",8,94,"241,569","416,461",909,14,6/27/2023 17:24,6/27/2023 17:25,6/27/2023 17:26,1,134,320,1,6/27/2023 17:25,1,0,0
"4,295,356",8,94,"241,569","416,461","346,538","422,910",6/27/2023 17:24,6/27/2023 17:26,6/27/2023 17:28,2,"1,182",800,1,6/27/2023 17:27,1,0,0
"4,295,356",8,94,"241,569","416,461","346,538","422,910",6/27/2023 17:24,6/27/2023 17:26,6/27/2023 17:28,2,"1,182",800,1,6/27/2023 17:27,1,0,0
"4,295,357",8,94,"241,569","416,461","211,510","367,880",6/27/2023 17:25,6/27/2023 17:28,6/27/2023 17:30,2,"1,002",760,1,6/27/2023 17:29,1,0,0
"4,295,357",8,94,"241,569","416,461","211,510","367,880",6/27/2023 17:25,6/27/2023 17:28,6/27/2023 17:30,2,"1,002",760,1,6/27/2023 17:29,1,0,0
"4,295,263",0,45,"241,025","745,305","346,116","416,291",6/27/2023 16:38,6/27/2023 17:29,6/27/2023 17:34,5,132,205,4,6/27/2023 17:34,5,0,0
"4,295,263",0,45,"241,025","745,305","346,116","416,291",6/27/2023 16:38,6/27/2023 17:29,6/27/2023 17:34,5,132,205,4,6/27/2023 17:34,5,0,0
"4,295,364",8,94,"241,569","416,461",909,15,6/27/2023 17:27,6/27/2023 17:30,6/27/2023 17:32,2,219,340,1,6/27/2023 17:31,1,0,0
"4,295,364",8,94,"241,569","416,461",909,15,6/27/2023 17:27,6/27/2023 17:30,6/27/2023 17:32,2,219,340,1,6/27/2023 17:31,1,0,0
"4,295,368",8,94,"241,569","416,461","210,441","377,778",6/27/2023 17:29,6/27/2023 17:32,6/27/2023 17:35,3,832,780,1,6/27/2023 17:34,1,0,0
"4,295,368",8,94,"241,569","416,461","210,441","377,778",6/27/2023 17:29,6/27/2023 17:32,6/27/2023 17:35,3,832,780,1,6/27/2023 17:34,1,0,0
"4,295,285",6,45,"291,160","825,653","233,414","747,220",6/27/2023 16:50,6/27/2023 17:34,6/27/2023 17:38,4,0,191,4,6/27/2023 17:38,3,0,0
"4,295,285",6,45,"291,160","825,653","233,414","747,220",6/27/2023 16:50,6/27/2023 17:34,6/27/2023 17:38,4,0,191,4,6/27/2023 17:38,3,0,0
"4,295,375",8,94,"241,569","416,461",909,16,6/27/2023 17:31,6/27/2023 17:35,6/27/2023 17:37,2,28,200,1,6/27/2023 17:36,1,0,0
"4,295,375",8,94,"241,569","416,461",909,16,6/27/2023 17:31,6/27/2023 17:35,6/27/2023 17:37,2,28,200,1,6/27/2023 17:36,1,0,0
"4,295,379",8,94,"241,569","416,461","211,510","367,880",6/27/2023 17:34,6/27/2023 17:37,6/27/2023 17:39,2,"1,002",760,1,6/27/2023 17:38,1,0,0
"4,295,379",8,94,"241,569","416,461","211,510","367,880",6/27/2023 17:34,6/27/2023 17:37,6/27/2023 17:39,2,"1,002",760,1,6/27/2023 17:38,1,0,0
"4,295,365",6,45,"259,471","827,545","238,630","747,302",6/27/2023 17:27,6/27/2023 17:38,6/27/2023 17:41,3,297,508,4,6/27/2023 17:41,3,0,0
"4,295,365",6,45,"259,471","827,545","238,630","747,302",6/27/2023 17:27,6/27/2023 17:38,6/27/2023 17:41,3,297,508,4,6/27/2023 17:41,3,0,0
"4,295,387",8,94,"241,569","416,461","211,510","367,880",6/27/2023 17:36,6/27/2023 17:40,6/27/2023 17:41,2,"1,002",760,1,6/27/2023 17:40,1,0,0
"4,295,387",8,94,"241,569","416,461","211,510","367,880",6/27/2023 17:36,6/27/2023 17:40,6/27/2023 17:41,2,"1,002",760,1,6/27/2023 17:40,1,0,0
"4,295,369",6,45,"288,060","913,301","241,107","746,808",6/27/2023 17:29,6/27/2023 17:41,6/27/2023 17:45,3,138,517,4,6/27/2023 17:44,2,0,0
"4,295,369",6,45,"288,060","913,301","241,107","746,808",6/27/2023 17:29,6/27/2023 17:41,6/27/2023 17:45,3,138,517,4,6/27/2023 17:44,2,0,0
"4,295,393",8,94,"241,569","416,461",909,16,6/27/2023 17:39,6/27/2023 17:41,6/27/2023 17:43,2,112,390,1,6/27/2023 17:43,1,0,0
"4,295,393",8,94,"241,569","416,461",909,16,6/27/2023 17:39,6/27/2023 17:41,6/27/2023 17:43,2,112,390,1,6/27/2023 17:43,1,0,0
"4,295,397",8,94,"241,569","416,461",902,4,6/27/2023 17:41,6/27/2023 17:43,6/27/2023 17:45,2,82,280,1,6/27/2023 17:45,1,0,0
"4,295,397",8,94,"241,569","416,461",902,4,6/27/2023 17:41,6/27/2023 17:43,6/27/2023 17:45,2,82,280,1,6/27/2023 17:45,1,0,0
"4,295,404",6,45,"305,565","820,546","236,034","747,455",6/27/2023 17:45,6/27/2023 17:45,6/27/2023 17:47,2,831,700,4,6/27/2023 17:47,1,0,0
"4,295,404",6,45,"305,565","820,546","236,034","747,455",6/27/2023 17:45,6/27/2023 17:45,6/27/2023 17:47,2,831,700,4,6/27/2023 17:47,1,0,0
"4,295,402",8,94,"241,569","416,461",901,2,6/27/2023 17:45,6/27/2023 17:46,6/27/2023 17:48,2,354,510,1,6/27/2023 17:46,1,0,0
"4,295,402",8,94,"241,569","416,461",901,2,6/27/2023 17:45,6/27/2023 17:46,6/27/2023 17:48,2,354,510,1,6/27/2023 17:46,1,0,0
"4,295,403",8,94,"241,569","416,461","346,716","425,705",6/27/2023 17:45,6/27/2023 17:48,6/27/2023 17:49,1,"1,091","1,000",1,6/27/2023 17:48,0,0,0
"4,295,403",8,94,"241,569","416,461","346,716","425,705",6/27/2023 17:45,6/27/2023 17:48,6/27/2023 17:49,1,"1,091","1,000",1,6/27/2023 17:48,0,0,0
"4,295,411",8,94,"241,569","416,461","347,607","439,676",6/27/2023 17:48,6/27/2023 17:49,6/27/2023 17:51,2,853,760,1,6/27/2023 17:50,1,0,0
"4,295,411",8,94,"241,569","416,461","347,607","439,676",6/27/2023 17:48,6/27/2023 17:49,6/27/2023 17:51,2,853,760,1,6/27/2023 17:50,1,0,0
"4,295,415",8,94,"241,569","416,461",905,4,6/27/2023 17:48,6/27/2023 17:51,6/27/2023 17:53,2,870,"1,010",1,6/27/2023 17:53,1,0,0
"4,295,415",8,94,"241,569","416,461",905,4,6/27/2023 17:48,6/27/2023 17:51,6/27/2023 17:53,2,870,"1,010",1,6/27/2023 17:53,1,0,0
"4,295,420",8,94,"241,569","416,461",906,12,6/27/2023 17:50,6/27/2023 17:53,6/27/2023 17:55,2,462,580,1,6/27/2023 17:54,1,0,0
"4,295,420",8,94,"241,569","416,461",906,12,6/27/2023 17:50,6/27/2023 17:53,6/27/2023 17:55,2,462,580,1,6/27/2023 17:54,1,0,0
